Year,Race_Num,RaceName,Circuit,Driver,Team,Quali_Pos,Quali_Time_Seconds
2024,8,Monaco Grand Prix,Monaco,STR,Aston Martin,14,71.563
2024,8,Monaco Grand Prix,Monaco,MAG,Haas F1 Team,15,71.725
2024,8,Monaco Grand Prix,Monaco,ALO,Aston Martin,16,72.019
2024,8,Monaco Grand Prix,Monaco,SAR,Williams,17,72.02
2024,8,Monaco Grand Prix,Monaco,PER,Red Bull Racing,18,72.06
2024,8,Monaco Grand Prix,Monaco,BOT,Kick Sauber,19,72.512
2024,8,Monaco Grand Prix,Monaco,ZHO,Kick Sauber,20,73.028
2024,9,Canadian Grand Prix,Montréal,RUS,Mercedes,1,71.742
2024,9,Canadian Grand Prix,Montréal,HAM,Mercedes,2,71.979
2024,9,Canadian Grand Prix,Montréal,VER,Red Bull Racing,3,72.0
2024,9,Canadian Grand Prix,Montréal,NOR,McLaren,4,72.021
2024,9,Canadian Grand Prix,Montréal,PIA,McLaren,5,72.103
2024,9,Canadian Grand Prix,Montréal,RIC,RB,6,72.178
2024,9,Canadian Grand Prix,Montréal,ALO,Aston Martin,7,72.228
2024,9,Canadian Grand Prix,Montréal,TSU,RB,8,72.303
2024,9,Canadian Grand Prix,Montréal,ALB,Williams,9,72.485
2024,9,Canadian Grand Prix,Montréal,STR,Aston Martin,10,72.659
2024,9,Canadian Grand Prix,Montréal,LEC,Ferrari,11,72.691
2024,9,Canadian Grand Prix,Montréal,SAI,Ferrari,12,72.728
2024,9,Canadian Grand Prix,Montréal,SAR,Williams,13,72.736
2024,9,Canadian Grand Prix,Montréal,MAG,Haas F1 Team,14,72.916
2024,9,Canadian Grand Prix,Montréal,GAS,Alpine,15,72.94
2024,9,Canadian Grand Prix,Montréal,PER,Red Bull Racing,16,73.326
2024,9,Canadian Grand Prix,Montréal,BOT,Kick Sauber,17,73.366
2024,9,Canadian Grand Prix,Montréal,OCO,Alpine,18,73.435
2024,9,Canadian Grand Prix,Montréal,HUL,Haas F1 Team,19,73.978
2024,9,Canadian Grand Prix,Montréal,ZHO,Kick Sauber,20,74.292
2024,10,Spanish Grand Prix,Barcelona,NOR,McLaren,1,71.383
2024,10,Spanish Grand Prix,Barcelona,VER,Red Bull Racing,2,71.403
2024,10,Spanish Grand Prix,Barcelona,HAM,Mercedes,3,71.701
2024,10,Spanish Grand Prix,Barcelona,RUS,Mercedes,4,71.703
2024,10,Spanish Grand Prix,Barcelona,LEC,Ferrari,5,71.731
2024,10,Spanish Grand Prix,Barcelona,SAI,Ferrari,6,71.736
2024,10,Spanish Grand Prix,Barcelona,GAS,Alpine,7,71.857
2024,10,Spanish Grand Prix,Barcelona,PIA,McLaren,8,72.011
2024,10,Spanish Grand Prix,Barcelona,PER,Red Bull Racing,9,72.054
2024,10,Spanish Grand Prix,Barcelona,OCO,Alpine,10,72.109
2024,10,Spanish Grand Prix,Barcelona,ALO,Aston Martin,11,72.128
2024,10,Spanish Grand Prix,Barcelona,BOT,Kick Sauber,12,72.227
2024,10,Spanish Grand Prix,Barcelona,HUL,Haas F1 Team,13,72.31
2024,10,Spanish Grand Prix,Barcelona,STR,Aston Martin,14,72.372
2024,10,Spanish Grand Prix,Barcelona,ZHO,Kick Sauber,15,72.738
2024,10,Spanish Grand Prix,Barcelona,MAG,Haas F1 Team,16,72.937
2024,10,Spanish Grand Prix,Barcelona,TSU,RB,17,72.985
2024,10,Spanish Grand Prix,Barcelona,RIC,RB,18,73.075
2024,10,Spanish Grand Prix,Barcelona,ALB,Williams,19,73.153
2024,10,Spanish Grand Prix,Barcelona,SAR,Williams,20,73.509
2024,11,Austrian Grand Prix,Spielberg,VER,Red Bull Racing,1,64.314
2024,11,Austrian Grand Prix,Spielberg,NOR,McLaren,2,64.718
2024,11,Austrian Grand Prix,Spielberg,PIA,McLaren,3,64.786
2024,11,Austrian Grand Prix,Spielberg,RUS,Mercedes,4,64.84
2024,11,Austrian Grand Prix,Spielberg,SAI,Ferrari,5,64.851
2024,11,Austrian Grand Prix,Spielberg,HAM,Mercedes,6,64.903
2024,11,Austrian Grand Prix,Spielberg,LEC,Ferrari,7,65.044
2024,11,Austrian Grand Prix,Spielberg,PER,Red Bull Racing,8,65.144
2024,11,Austrian Grand Prix,Spielberg,HUL,Haas F1 Team,9,65.262
2024,11,Austrian Grand Prix,Spielberg,OCO,Alpine,10,65.274
2024,11,Austrian Grand Prix,Spielberg,RIC,RB,11,65.289
2024,11,Austrian Grand Prix,Spielberg,GAS,Alpine,12,65.335
2024,11,Austrian Grand Prix,Spielberg,MAG,Haas F1 Team,13,65.347
2024,11,Austrian Grand Prix,Spielberg,TSU,RB,14,65.412
2024,11,Austrian Grand Prix,Spielberg,ALO,Aston Martin,15,65.639
2024,11,Austrian Grand Prix,Spielberg,ALB,Williams,16,65.736
2024,11,Austrian Grand Prix,Spielberg,STR,Aston Martin,17,65.819
2024,11,Austrian Grand Prix,Spielberg,BOT,Kick Sauber,18,65.847
2024,11,Austrian Grand Prix,Spielberg,SAR,Williams,19,65.856
2024,11,Austrian Grand Prix,Spielberg,ZHO,Kick Sauber,20,66.061
2024,12,British Grand Prix,Silverstone,RUS,Mercedes,1,85.819
2024,12,British Grand Prix,Silverstone,HAM,Mercedes,2,85.99
2024,12,British Grand Prix,Silverstone,NOR,McLaren,3,86.03
2024,12,British Grand Prix,Silverstone,VER,Red Bull Racing,4,86.203
2024,12,British Grand Prix,Silverstone,PIA,McLaren,5,86.237
2024,12,British Grand Prix,Silverstone,HUL,Haas F1 Team,6,86.338
2024,12,British Grand Prix,Silverstone,SAI,Ferrari,7,86.509
2024,12,British Grand Prix,Silverstone,STR,Aston Martin,8,86.585
2024,12,British Grand Prix,Silverstone,ALB,Williams,9,86.64
2024,12,British Grand Prix,Silverstone,ALO,Aston Martin,10,86.73
2024,12,British Grand Prix,Silverstone,LEC,Ferrari,11,87.097
2024,12,British Grand Prix,Silverstone,SAR,Williams,12,87.175
2024,12,British Grand Prix,Silverstone,TSU,RB,13,87.269
2024,12,British Grand Prix,Silverstone,ZHO,Kick Sauber,14,87.867
2024,12,British Grand Prix,Silverstone,RIC,RB,15,87.949
2024,12,British Grand Prix,Silverstone,BOT,Kick Sauber,16,92.431
2024,12,British Grand Prix,Silverstone,MAG,Haas F1 Team,17,92.905
2024,12,British Grand Prix,Silverstone,OCO,Alpine,18,94.557
2024,12,British Grand Prix,Silverstone,PER,Red Bull Racing,19,98.348
2024,12,British Grand Prix,Silverstone,GAS,Alpine,20,99.804
2024,13,Hungarian Grand Prix,Budapest,NOR,McLaren,1,75.227
2024,13,Hungarian Grand Prix,Budapest,PIA,McLaren,2,75.249
2024,13,Hungarian Grand Prix,Budapest,VER,Red Bull Racing,3,75.273
2024,13,Hungarian Grand Prix,Budapest,SAI,Ferrari,4,75.696
2024,13,Hungarian Grand Prix,Budapest,HAM,Mercedes,5,75.854
2024,13,Hungarian Grand Prix,Budapest,LEC,Ferrari,6,75.891
2024,13,Hungarian Grand Prix,Budapest,ALO,Aston Martin,7,76.043
2024,13,Hungarian Grand Prix,Budapest,STR,Aston Martin,8,76.075
2024,13,Hungarian Grand Prix,Budapest,TSU,RB,9,76.121
2024,13,Hungarian Grand Prix,Budapest,RIC,RB,10,76.202
2024,13,Hungarian Grand Prix,Budapest,HUL,Haas F1 Team,11,76.317
2024,13,Hungarian Grand Prix,Budapest,BOT,Kick Sauber,12,76.384
2024,13,Hungarian Grand Prix,Budapest,ALB,Williams,13,76.429
2024,13,Hungarian Grand Prix,Budapest,SAR,Williams,14,76.543
2024,13,Hungarian Grand Prix,Budapest,MAG,Haas F1 Team,15,76.548
2024,13,Hungarian Grand Prix,Budapest,PER,Red Bull Racing,16,77.886
2024,13,Hungarian Grand Prix,Budapest,RUS,Mercedes,17,77.968
2024,13,Hungarian Grand Prix,Budapest,ZHO,Kick Sauber,18,78.037
2024,13,Hungarian Grand Prix,Budapest,OCO,Alpine,19,78.049
2024,13,Hungarian Grand Prix,Budapest,GAS,Alpine,20,78.166
2024,14,Belgian Grand Prix,Spa-Francorchamps,VER,Red Bull Racing,1,113.159
2024,14,Belgian Grand Prix,Spa-Francorchamps,LEC,Ferrari,2,113.754
2024,14,Belgian Grand Prix,Spa-Francorchamps,PER,Red Bull Racing,3,113.765
2024,14,Belgian Grand Prix,Spa-Francorchamps,HAM,Mercedes,4,113.835
2024,14,Belgian Grand Prix,Spa-Francorchamps,NOR,McLaren,5,113.981
2024,14,Belgian Grand Prix,Spa-Francorchamps,PIA,McLaren,6,114.027
2024,14,Belgian Grand Prix,Spa-Francorchamps,RUS,Mercedes,7,114.095
2024,14,Belgian Grand Prix,Spa-Francorchamps,SAI,Ferrari,8,114.112
2024,14,Belgian Grand Prix,Spa-Francorchamps,ALO,Aston Martin,9,114.258
2024,14,Belgian Grand Prix,Spa-Francorchamps,OCO,Alpine,10,114.46
2024,14,Belgian Grand Prix,Spa-Francorchamps,ALB,Williams,11,114.473
2024,14,Belgian Grand Prix,Spa-Francorchamps,GAS,Alpine,12,114.635
2024,14,Belgian Grand Prix,Spa-Francorchamps,RIC,RB,13,114.682
2024,14,Belgian Grand Prix,Spa-Francorchamps,BOT,Kick Sauber,14,114.764
2024,14,Belgian Grand Prix,Spa-Francorchamps,STR,Aston Martin,15,115.716
2024,14,Belgian Grand Prix,Spa-Francorchamps,HUL,Haas F1 Team,16,116.308
2024,14,Belgian Grand Prix,Spa-Francorchamps,MAG,Haas F1 Team,17,116.5
2024,14,Belgian Grand Prix,Spa-Francorchamps,TSU,RB,18,116.593
2024,14,Belgian Grand Prix,Spa-Francorchamps,SAR,Williams,19,117.23
2024,14,Belgian Grand Prix,Spa-Francorchamps,ZHO,Kick Sauber,20,117.775
2024,15,Dutch Grand Prix,Zandvoort,NOR,McLaren,1,69.673
2024,15,Dutch Grand Prix,Zandvoort,VER,Red Bull Racing,2,70.029
2024,15,Dutch Grand Prix,Zandvoort,PIA,McLaren,3,70.172
2024,15,Dutch Grand Prix,Zandvoort,RUS,Mercedes,4,70.244
2024,15,Dutch Grand Prix,Zandvoort,PER,Red Bull Racing,5,70.416
2024,15,Dutch Grand Prix,Zandvoort,LEC,Ferrari,6,70.582
2024,15,Dutch Grand Prix,Zandvoort,ALO,Aston Martin,7,70.633
2024,15,Dutch Grand Prix,Zandvoort,ALB,Williams,8,70.653
2024,15,Dutch Grand Prix,Zandvoort,STR,Aston Martin,9,70.661
2024,15,Dutch Grand Prix,Zandvoort,GAS,Alpine,10,70.815
2024,15,Dutch Grand Prix,Zandvoort,SAI,Ferrari,11,70.914
2024,15,Dutch Grand Prix,Zandvoort,HAM,Mercedes,12,70.948
2024,15,Dutch Grand Prix,Zandvoort,TSU,RB,13,70.955
2024,15,Dutch Grand Prix,Zandvoort,HUL,Haas F1 Team,14,71.215
2024,15,Dutch Grand Prix,Zandvoort,MAG,Haas F1 Team,15,71.295
2024,15,Dutch Grand Prix,Zandvoort,RIC,RB,16,71.943
2024,15,Dutch Grand Prix,Zandvoort,OCO,Alpine,17,71.995
2024,15,Dutch Grand Prix,Zandvoort,BOT,Kick Sauber,18,72.168
2024,15,Dutch Grand Prix,Zandvoort,ZHO,Kick Sauber,19,73.261
2024,16,Italian Grand Prix,Monza,NOR,McLaren,1,79.327
2024,16,Italian Grand Prix,Monza,PIA,McLaren,2,79.436
2024,16,Italian Grand Prix,Monza,RUS,Mercedes,3,79.44
2024,16,Italian Grand Prix,Monza,LEC,Ferrari,4,79.461
2024,16,Italian Grand Prix,Monza,SAI,Ferrari,5,79.467
2024,16,Italian Grand Prix,Monza,HAM,Mercedes,6,79.513
2024,16,Italian Grand Prix,Monza,VER,Red Bull Racing,7,79.662
2024,16,Italian Grand Prix,Monza,PER,Red Bull Racing,8,80.062
2024,16,Italian Grand Prix,Monza,ALB,Williams,9,80.299
2024,16,Italian Grand Prix,Monza,HUL,Haas F1 Team,10,80.339
2024,16,Italian Grand Prix,Monza,ALO,Aston Martin,11,80.421
2024,16,Italian Grand Prix,Monza,RIC,RB,12,80.479
2024,16,Italian Grand Prix,Monza,MAG,Haas F1 Team,13,80.698
2024,16,Italian Grand Prix,Monza,GAS,Alpine,14,80.738
2024,16,Italian Grand Prix,Monza,OCO,Alpine,15,80.764
2024,16,Italian Grand Prix,Monza,TSU,RB,16,80.945
2024,16,Italian Grand Prix,Monza,STR,Aston Martin,17,81.013
2024,16,Italian Grand Prix,Monza,COL,Williams,18,81.061
2024,16,Italian Grand Prix,Monza,BOT,Kick Sauber,19,81.101
2024,16,Italian Grand Prix,Monza,ZHO,Kick Sauber,20,81.445
2024,17,Azerbaijan Grand Prix,Baku,LEC,Ferrari,1,101.365
2024,17,Azerbaijan Grand Prix,Baku,PIA,McLaren,2,101.686
2024,17,Azerbaijan Grand Prix,Baku,SAI,Ferrari,3,101.805
2024,17,Azerbaijan Grand Prix,Baku,PER,Red Bull Racing,4,101.813
2024,17,Azerbaijan Grand Prix,Baku,RUS,Mercedes,5,101.874
2024,17,Azerbaijan Grand Prix,Baku,VER,Red Bull Racing,6,102.023
2024,17,Azerbaijan Grand Prix,Baku,HAM,Mercedes,7,102.289
2024,17,Azerbaijan Grand Prix,Baku,ALO,Aston Martin,8,102.369
2024,17,Azerbaijan Grand Prix,Baku,COL,Williams,9,102.473
2024,17,Azerbaijan Grand Prix,Baku,ALB,Williams,10,102.84
2024,17,Azerbaijan Grand Prix,Baku,BEA,Haas F1 Team,11,102.968
2024,17,Azerbaijan Grand Prix,Baku,TSU,RB,12,103.035
2024,17,Azerbaijan Grand Prix,Baku,GAS,Alpine,13,103.088
2024,17,Azerbaijan Grand Prix,Baku,HUL,Haas F1 Team,14,103.101
2024,17,Azerbaijan Grand Prix,Baku,STR,Aston Martin,15,103.37
2024,17,Azerbaijan Grand Prix,Baku,RIC,RB,16,103.547
2024,17,Azerbaijan Grand Prix,Baku,NOR,McLaren,17,103.609
2024,17,Azerbaijan Grand Prix,Baku,BOT,Kick Sauber,18,103.618
2024,17,Azerbaijan Grand Prix,Baku,ZHO,Kick Sauber,19,104.246
2024,17,Azerbaijan Grand Prix,Baku,OCO,Alpine,20,104.504
2024,18,Singapore Grand Prix,Marina Bay,NOR,McLaren,1,89.525
2024,18,Singapore Grand Prix,Marina Bay,PIA,McLaren,2,89.64
2024,18,Singapore Grand Prix,Marina Bay,VER,Red Bull Racing,3,89.68
2024,18,Singapore Grand Prix,Marina Bay,LEC,Ferrari,4,89.747
2024,18,Singapore Grand Prix,Marina Bay,HAM,Mercedes,5,89.841
2024,18,Singapore Grand Prix,Marina Bay,RUS,Mercedes,6,89.867
2024,18,Singapore Grand Prix,Marina Bay,SAI,Ferrari,7,90.108
2024,18,Singapore Grand Prix,Marina Bay,HUL,Haas F1 Team,8,90.115
2024,18,Singapore Grand Prix,Marina Bay,ALO,Aston Martin,9,90.214
2024,18,Singapore Grand Prix,Marina Bay,TSU,RB,10,90.289
2024,18,Singapore Grand Prix,Marina Bay,ALB,Williams,11,90.474
2024,18,Singapore Grand Prix,Marina Bay,COL,Williams,12,90.481
2024,18,Singapore Grand Prix,Marina Bay,PER,Red Bull Racing,13,90.579
2024,18,Singapore Grand Prix,Marina Bay,MAG,Haas F1 Team,14,90.653
2024,18,Singapore Grand Prix,Marina Bay,OCO,Alpine,15,90.769
2024,18,Singapore Grand Prix,Marina Bay,RIC,RB,16,91.085
2024,18,Singapore Grand Prix,Marina Bay,STR,Aston Martin,17,91.094
2024,18,Singapore Grand Prix,Marina Bay,GAS,Alpine,18,91.312
2024,18,Singapore Grand Prix,Marina Bay,BOT,Kick Sauber,19,91.572
2024,18,Singapore Grand Prix,Marina Bay,ZHO,Kick Sauber,20,92.054
2024,19,United States Grand Prix,Austin,NOR,McLaren,1,92.33
2024,19,United States Grand Prix,Austin,VER,Red Bull Racing,2,92.361
2024,19,United States Grand Prix,Austin,SAI,Ferrari,3,92.652
2024,19,United States Grand Prix,Austin,LEC,Ferrari,4,92.74
2024,19,United States Grand Prix,Austin,PIA,McLaren,5,92.95
2024,19,United States Grand Prix,Austin,RUS,Mercedes,6,92.974
2024,19,United States Grand Prix,Austin,GAS,Alpine,7,93.018
2024,19,United States Grand Prix,Austin,PER,Red Bull Racing,8,93.02
2024,19,United States Grand Prix,Austin,ALO,Aston Martin,9,93.309
2024,19,United States Grand Prix,Austin,LAW,RB,10,93.339
2024,19,United States Grand Prix,Austin,MAG,Haas F1 Team,11,93.474
2024,19,United States Grand Prix,Austin,TSU,RB,12,93.506
2024,19,United States Grand Prix,Austin,HUL,Haas F1 Team,13,93.544
2024,19,United States Grand Prix,Austin,OCO,Alpine,14,93.597
2024,19,United States Grand Prix,Austin,STR,Aston Martin,15,93.759
2024,19,United States Grand Prix,Austin,ALB,Williams,16,94.051
2024,19,United States Grand Prix,Austin,COL,Williams,17,94.062
2024,19,United States Grand Prix,Austin,BOT,Kick Sauber,18,94.152
2024,19,United States Grand Prix,Austin,HAM,Mercedes,19,94.154
2024,19,United States Grand Prix,Austin,ZHO,Kick Sauber,20,94.228
2024,20,Mexico City Grand Prix,Mexico City,SAI,Ferrari,1,75.946
2024,20,Mexico City Grand Prix,Mexico City,VER,Red Bull Racing,2,76.171
2024,20,Mexico City Grand Prix,Mexico City,NOR,McLaren,3,76.26
2024,20,Mexico City Grand Prix,Mexico City,LEC,Ferrari,4,76.265
2024,20,Mexico City Grand Prix,Mexico City,RUS,Mercedes,5,76.356
2024,20,Mexico City Grand Prix,Mexico City,HAM,Mercedes,6,76.651
2024,20,Mexico City Grand Prix,Mexico City,MAG,Haas F1 Team,7,76.886
2024,20,Mexico City Grand Prix,Mexico City,GAS,Alpine,8,76.892
2024,20,Mexico City Grand Prix,Mexico City,ALB,Williams,9,76.988
2024,20,Mexico City Grand Prix,Mexico City,HUL,Haas F1 Team,10,76.995
2024,20,Mexico City Grand Prix,Mexico City,TSU,RB,11,77.129
2024,20,Mexico City Grand Prix,Mexico City,LAW,RB,12,77.162
2024,20,Mexico City Grand Prix,Mexico City,ALO,Aston Martin,13,77.168
2024,20,Mexico City Grand Prix,Mexico City,STR,Aston Martin,14,77.294
2024,20,Mexico City Grand Prix,Mexico City,BOT,Kick Sauber,15,77.393
2024,20,Mexico City Grand Prix,Mexico City,COL,Williams,16,77.558
2024,20,Mexico City Grand Prix,Mexico City,PIA,McLaren,17,77.597
2024,20,Mexico City Grand Prix,Mexico City,PER,Red Bull Racing,18,77.611
2024,20,Mexico City Grand Prix,Mexico City,OCO,Alpine,19,77.617
2024,20,Mexico City Grand Prix,Mexico City,ZHO,Kick Sauber,20,78.072
2024,21,São Paulo Grand Prix,São Paulo,NOR,McLaren,1,83.405
2024,21,São Paulo Grand Prix,São Paulo,RUS,Mercedes,2,83.578
2024,21,São Paulo Grand Prix,São Paulo,TSU,RB,3,84.111
2024,21,São Paulo Grand Prix,São Paulo,OCO,Alpine,4,84.475
2024,21,São Paulo Grand Prix,São Paulo,LAW,RB,5,84.484
2024,21,São Paulo Grand Prix,São Paulo,LEC,Ferrari,6,84.525
2024,21,São Paulo Grand Prix,São Paulo,ALB,Williams,7,84.657
2024,21,São Paulo Grand Prix,São Paulo,PIA,McLaren,8,84.686
2024,21,São Paulo Grand Prix,São Paulo,ALO,Aston Martin,9,85.035
2024,21,São Paulo Grand Prix,São Paulo,STR,Aston Martin,10,86.334
2024,21,São Paulo Grand Prix,São Paulo,BOT,Kick Sauber,11,86.472
2024,21,São Paulo Grand Prix,São Paulo,VER,Red Bull Racing,12,87.771
2024,21,São Paulo Grand Prix,São Paulo,PER,Red Bull Racing,13,88.158
2024,21,São Paulo Grand Prix,São Paulo,SAI,Ferrari,14,89.406
2024,21,São Paulo Grand Prix,São Paulo,GAS,Alpine,15,89.42
2024,21,São Paulo Grand Prix,São Paulo,HAM,Mercedes,16,91.15
2024,21,São Paulo Grand Prix,São Paulo,BEA,Haas F1 Team,17,91.229
2024,21,São Paulo Grand Prix,São Paulo,COL,Williams,18,91.27
2024,21,São Paulo Grand Prix,São Paulo,HUL,Haas F1 Team,19,91.623
2024,21,São Paulo Grand Prix,São Paulo,ZHO,Kick Sauber,20,92.263
2024,22,Las Vegas Grand Prix,Las Vegas,RUS,Mercedes,1,92.312
2024,22,Las Vegas Grand Prix,Las Vegas,SAI,Ferrari,2,92.41
2024,22,Las Vegas Grand Prix,Las Vegas,HAM,Mercedes,3,92.567
2024,22,Las Vegas Grand Prix,Las Vegas,GAS,Alpine,4,92.664
2024,22,Las Vegas Grand Prix,Las Vegas,LEC,Ferrari,5,92.783
2024,22,Las Vegas Grand Prix,Las Vegas,VER,Red Bull Racing,6,92.797
2024,22,Las Vegas Grand Prix,Las Vegas,NOR,McLaren,7,93.008
2024,22,Las Vegas Grand Prix,Las Vegas,PIA,McLaren,8,93.024
2024,22,Las Vegas Grand Prix,Las Vegas,TSU,RB,9,93.029
2024,22,Las Vegas Grand Prix,Las Vegas,HUL,Haas F1 Team,10,93.062
2024,22,Las Vegas Grand Prix,Las Vegas,OCO,Alpine,11,93.221
2024,22,Las Vegas Grand Prix,Las Vegas,MAG,Haas F1 Team,12,93.297
2024,22,Las Vegas Grand Prix,Las Vegas,ZHO,Kick Sauber,13,93.566
2024,22,Las Vegas Grand Prix,Las Vegas,COL,Williams,14,93.746
2024,22,Las Vegas Grand Prix,Las Vegas,LAW,RB,15,94.087
2024,22,Las Vegas Grand Prix,Las Vegas,PER,Red Bull Racing,16,94.155
2024,22,Las Vegas Grand Prix,Las Vegas,ALO,Aston Martin,17,94.258
2024,22,Las Vegas Grand Prix,Las Vegas,ALB,Williams,18,94.425
2024,22,Las Vegas Grand Prix,Las Vegas,BOT,Kick Sauber,19,94.43
2024,22,Las Vegas Grand Prix,Las Vegas,STR,Aston Martin,20,94.484
2024,23,Qatar Grand Prix,Lusail,VER,Red Bull Racing,1,80.52
2024,23,Qatar Grand Prix,Lusail,RUS,Mercedes,2,80.575
2024,23,Qatar Grand Prix,Lusail,NOR,McLaren,3,80.772
2024,23,Qatar Grand Prix,Lusail,PIA,McLaren,4,80.829
2024,23,Qatar Grand Prix,Lusail,LEC,Ferrari,5,80.852
2024,23,Qatar Grand Prix,Lusail,HAM,Mercedes,6,81.011
2024,23,Qatar Grand Prix,Lusail,SAI,Ferrari,7,81.041
2024,23,Qatar Grand Prix,Lusail,ALO,Aston Martin,8,81.208
2024,23,Qatar Grand Prix,Lusail,MAG,Haas F1 Team,9,81.387
2024,23,Qatar Grand Prix,Lusail,PER,Red Bull Racing,10,81.425
2024,23,Qatar Grand Prix,Lusail,GAS,Alpine,11,81.437
2024,23,Qatar Grand Prix,Lusail,ZHO,Kick Sauber,12,81.501
2024,23,Qatar Grand Prix,Lusail,BOT,Kick Sauber,13,81.731
2024,23,Qatar Grand Prix,Lusail,TSU,RB,14,81.771
2024,23,Qatar Grand Prix,Lusail,STR,Aston Martin,15,81.911
2024,23,Qatar Grand Prix,Lusail,ALB,Williams,16,82.39
2024,23,Qatar Grand Prix,Lusail,LAW,RB,17,82.411
2024,23,Qatar Grand Prix,Lusail,HUL,Haas F1 Team,18,82.442
2024,23,Qatar Grand Prix,Lusail,COL,Williams,19,82.594
2024,23,Qatar Grand Prix,Lusail,OCO,Alpine,20,82.714
2024,24,Abu Dhabi Grand Prix,Yas Island,NOR,McLaren,1,82.595
2024,24,Abu Dhabi Grand Prix,Yas Island,PIA,McLaren,2,82.804
2024,24,Abu Dhabi Grand Prix,Yas Island,SAI,Ferrari,3,82.824
2024,24,Abu Dhabi Grand Prix,Yas Island,HUL,Haas F1 Team,4,82.886
2024,24,Abu Dhabi Grand Prix,Yas Island,VER,Red Bull Racing,5,82.945
2024,24,Abu Dhabi Grand Prix,Yas Island,LEC,Ferrari,6,82.98
2024,24,Abu Dhabi Grand Prix,Yas Island,GAS,Alpine,7,82.984
2024,24,Abu Dhabi Grand Prix,Yas Island,RUS,Mercedes,8,83.132
2024,24,Abu Dhabi Grand Prix,Yas Island,ALO,Aston Martin,9,83.196
2024,24,Abu Dhabi Grand Prix,Yas Island,BOT,Kick Sauber,10,83.204
2024,24,Abu Dhabi Grand Prix,Yas Island,PER,Red Bull Racing,11,83.264
2024,24,Abu Dhabi Grand Prix,Yas Island,TSU,RB,12,83.419
2024,24,Abu Dhabi Grand Prix,Yas Island,LAW,RB,13,83.472
2024,24,Abu Dhabi Grand Prix,Yas Island,MAG,Haas F1 Team,14,83.632
2024,24,Abu Dhabi Grand Prix,Yas Island,STR,Aston Martin,15,83.729
2024,24,Abu Dhabi Grand Prix,Yas Island,ALB,Williams,16,83.821
2024,24,Abu Dhabi Grand Prix,Yas Island,ZHO,Kick Sauber,17,83.88
2024,24,Abu Dhabi Grand Prix,Yas Island,HAM,Mercedes,18,83.887
2024,24,Abu Dhabi Grand Prix,Yas Island,COL,Williams,19,83.912
2024,24,Abu Dhabi Grand Prix,Yas Island,DOO,Alpine,20,84.105
2025,2,Chinese Grand Prix,Shanghai,PIA,McLaren,1,90.641
2025,2,Chinese Grand Prix,Shanghai,RUS,Mercedes,2,90.723
2025,2,Chinese Grand Prix,Shanghai,NOR,McLaren,3,90.787
2025,2,Chinese Grand Prix,Shanghai,VER,Red Bull Racing,4,90.817
2025,2,Chinese Grand Prix,Shanghai,HAM,Ferrari,5,90.927
2025,2,Chinese Grand Prix,Shanghai,LEC,Ferrari,6,91.021
2025,2,Chinese Grand Prix,Shanghai,HAD,Racing Bulls,7,91.079
2025,2,Chinese Grand Prix,Shanghai,ANT,Mercedes,8,91.103
2025,2,Chinese Grand Prix,Shanghai,TSU,Racing Bulls,9,91.238
2025,2,Chinese Grand Prix,Shanghai,ALB,Williams,10,91.503
2025,2,Chinese Grand Prix,Shanghai,OCO,Haas F1 Team,11,91.625
2025,2,Chinese Grand Prix,Shanghai,SAI,Williams,12,91.628
2025,2,Chinese Grand Prix,Shanghai,HUL,Kick Sauber,13,91.632
2025,2,Chinese Grand Prix,Shanghai,ALO,Aston Martin,14,91.688
2025,2,Chinese Grand Prix,Shanghai,STR,Aston Martin,15,91.773
2025,2,Chinese Grand Prix,Shanghai,GAS,Alpine,16,91.992
2025,2,Chinese Grand Prix,Shanghai,BEA,Haas F1 Team,17,92.018
2025,2,Chinese Grand Prix,Shanghai,DOO,Alpine,18,92.092
2025,2,Chinese Grand Prix,Shanghai,BOR,Kick Sauber,19,92.141
2025,2,Chinese Grand Prix,Shanghai,LAW,Red Bull Racing,20,92.174
