Year,Race_Num,RaceName,Circuit,Driver,Team,Quali_Pos,Quali_Time_Seconds
2023,11,Hungarian Grand Prix,Budapest,ALB,Williams,16,78.917
2023,11,Hungarian Grand Prix,Budapest,TSU,AlphaTauri,17,78.919
2023,11,Hungarian Grand Prix,Budapest,RUS,Mercedes,18,79.027
2023,11,Hungarian Grand Prix,Budapest,MAG,Haas F1 Team,19,79.206
2023,11,Hungarian Grand Prix,Budapest,SAR,Williams,20,79.248
2023,12,Belgian Grand Prix,Spa-Francorchamps,VER,Red Bull Racing,1,106.168
2023,12,Belgian Grand Prix,Spa-Francorchamps,LEC,Ferrari,2,106.988
2023,12,Belgian Grand Prix,Spa-Francorchamps,PER,Red Bull Racing,3,107.045
2023,12,Belgian Grand Prix,Spa-Francorchamps,HAM,Mercedes,4,107.087
2023,12,Belgian Grand Prix,Spa-Francorchamps,SAI,Ferrari,5,107.152
2023,12,Belgian Grand Prix,Spa-Francorchamps,PIA,McLaren,6,107.365
2023,12,Belgian Grand Prix,Spa-Francorchamps,NOR,McLaren,7,107.669
2023,12,Belgian Grand Prix,Spa-Francorchamps,RUS,Mercedes,8,107.805
2023,12,Belgian Grand Prix,Spa-Francorchamps,ALO,Aston Martin,9,107.843
2023,12,Belgian Grand Prix,Spa-Francorchamps,STR,Aston Martin,10,108.841
2023,12,Belgian Grand Prix,Spa-Francorchamps,TSU,AlphaTauri,11,113.148
2023,12,Belgian Grand Prix,Spa-Francorchamps,GAS,Alpine,12,113.671
2023,12,Belgian Grand Prix,Spa-Francorchamps,MAG,Haas F1 Team,13,114.16
2023,12,Belgian Grand Prix,Spa-Francorchamps,BOT,Alfa Romeo,14,114.694
2023,12,Belgian Grand Prix,Spa-Francorchamps,OCO,Alpine,15,116.372
2023,12,Belgian Grand Prix,Spa-Francorchamps,RIC,AlphaTauri,16,119.483
2023,12,Belgian Grand Prix,Spa-Francorchamps,ALB,Williams,17,120.314
2023,12,Belgian Grand Prix,Spa-Francorchamps,ZHO,Alfa Romeo,18,120.832
2023,12,Belgian Grand Prix,Spa-Francorchamps,SAR,Williams,19,121.535
2023,12,Belgian Grand Prix,Spa-Francorchamps,HUL,Haas F1 Team,20,123.166
2023,13,Dutch Grand Prix,Zandvoort,VER,Red Bull Racing,1,70.567
2023,13,Dutch Grand Prix,Zandvoort,NOR,McLaren,2,71.104
2023,13,Dutch Grand Prix,Zandvoort,RUS,Mercedes,3,71.294
2023,13,Dutch Grand Prix,Zandvoort,ALB,Williams,4,71.419
2023,13,Dutch Grand Prix,Zandvoort,ALO,Aston Martin,5,71.506
2023,13,Dutch Grand Prix,Zandvoort,SAI,Ferrari,6,71.754
2023,13,Dutch Grand Prix,Zandvoort,PER,Red Bull Racing,7,71.88
2023,13,Dutch Grand Prix,Zandvoort,PIA,McLaren,8,71.938
2023,13,Dutch Grand Prix,Zandvoort,LEC,Ferrari,9,72.665
2023,13,Dutch Grand Prix,Zandvoort,SAR,Williams,10,76.748
2023,13,Dutch Grand Prix,Zandvoort,STR,Aston Martin,11,80.121
2023,13,Dutch Grand Prix,Zandvoort,GAS,Alpine,12,80.128
2023,13,Dutch Grand Prix,Zandvoort,HAM,Mercedes,13,80.151
2023,13,Dutch Grand Prix,Zandvoort,TSU,AlphaTauri,14,80.23
2023,13,Dutch Grand Prix,Zandvoort,HUL,Haas F1 Team,15,80.25
2023,13,Dutch Grand Prix,Zandvoort,ZHO,Alfa Romeo,16,82.067
2023,13,Dutch Grand Prix,Zandvoort,OCO,Alpine,17,82.11
2023,13,Dutch Grand Prix,Zandvoort,MAG,Haas F1 Team,18,82.192
2023,13,Dutch Grand Prix,Zandvoort,BOT,Alfa Romeo,19,82.26
2023,13,Dutch Grand Prix,Zandvoort,LAW,AlphaTauri,20,83.42
2023,14,Italian Grand Prix,Monza,SAI,Ferrari,1,80.294
2023,14,Italian Grand Prix,Monza,VER,Red Bull Racing,2,80.307
2023,14,Italian Grand Prix,Monza,LEC,Ferrari,3,80.361
2023,14,Italian Grand Prix,Monza,RUS,Mercedes,4,80.671
2023,14,Italian Grand Prix,Monza,PER,Red Bull Racing,5,80.688
2023,14,Italian Grand Prix,Monza,ALB,Williams,6,80.76
2023,14,Italian Grand Prix,Monza,PIA,McLaren,7,80.785
2023,14,Italian Grand Prix,Monza,HAM,Mercedes,8,80.82
2023,14,Italian Grand Prix,Monza,NOR,McLaren,9,80.979
2023,14,Italian Grand Prix,Monza,ALO,Aston Martin,10,81.417
2023,14,Italian Grand Prix,Monza,TSU,AlphaTauri,11,81.594
2023,14,Italian Grand Prix,Monza,LAW,AlphaTauri,12,81.758
2023,14,Italian Grand Prix,Monza,HUL,Haas F1 Team,13,81.776
2023,14,Italian Grand Prix,Monza,SAR,Williams,14,81.93
2023,14,Italian Grand Prix,Monza,BOT,Alfa Romeo,15,81.94
2023,14,Italian Grand Prix,Monza,ZHO,Alfa Romeo,16,82.39
2023,14,Italian Grand Prix,Monza,GAS,Alpine,17,82.545
2023,14,Italian Grand Prix,Monza,OCO,Alpine,18,82.548
2023,14,Italian Grand Prix,Monza,MAG,Haas F1 Team,19,82.592
2023,14,Italian Grand Prix,Monza,STR,Aston Martin,20,82.86
2023,15,Singapore Grand Prix,Marina Bay,SAI,Ferrari,1,90.984
2023,15,Singapore Grand Prix,Marina Bay,RUS,Mercedes,2,91.056
2023,15,Singapore Grand Prix,Marina Bay,LEC,Ferrari,3,91.063
2023,15,Singapore Grand Prix,Marina Bay,NOR,McLaren,4,91.27
2023,15,Singapore Grand Prix,Marina Bay,HAM,Mercedes,5,91.485
2023,15,Singapore Grand Prix,Marina Bay,MAG,Haas F1 Team,6,91.575
2023,15,Singapore Grand Prix,Marina Bay,ALO,Aston Martin,7,91.615
2023,15,Singapore Grand Prix,Marina Bay,OCO,Alpine,8,91.673
2023,15,Singapore Grand Prix,Marina Bay,HUL,Haas F1 Team,9,91.808
2023,15,Singapore Grand Prix,Marina Bay,TSU,AlphaTauri,10,91.991
2023,15,Singapore Grand Prix,Marina Bay,PER,Red Bull Racing,11,92.099
2023,15,Singapore Grand Prix,Marina Bay,LAW,AlphaTauri,12,92.166
2023,15,Singapore Grand Prix,Marina Bay,VER,Red Bull Racing,13,92.173
2023,15,Singapore Grand Prix,Marina Bay,GAS,Alpine,14,92.274
2023,15,Singapore Grand Prix,Marina Bay,ALB,Williams,15,92.668
2023,15,Singapore Grand Prix,Marina Bay,BOT,Alfa Romeo,16,92.809
2023,15,Singapore Grand Prix,Marina Bay,PIA,McLaren,17,92.902
2023,15,Singapore Grand Prix,Marina Bay,SAR,Williams,18,93.252
2023,15,Singapore Grand Prix,Marina Bay,ZHO,Alfa Romeo,19,93.258
2023,15,Singapore Grand Prix,Marina Bay,STR,Aston Martin,20,93.397
2023,17,Qatar Grand Prix,Lusail,VER,Red Bull Racing,1,83.778
2023,17,Qatar Grand Prix,Lusail,NOR,McLaren,2,84.074
2023,17,Qatar Grand Prix,Lusail,RUS,Mercedes,3,84.219
2023,17,Qatar Grand Prix,Lusail,PIA,McLaren,4,84.228
2023,17,Qatar Grand Prix,Lusail,HAM,Mercedes,5,84.305
2023,17,Qatar Grand Prix,Lusail,ALO,Aston Martin,6,84.369
2023,17,Qatar Grand Prix,Lusail,LEC,Ferrari,7,84.424
2023,17,Qatar Grand Prix,Lusail,GAS,Alpine,8,84.553
2023,17,Qatar Grand Prix,Lusail,OCO,Alpine,9,84.763
2023,17,Qatar Grand Prix,Lusail,BOT,Alfa Romeo,10,85.058
2023,17,Qatar Grand Prix,Lusail,PER,Red Bull Racing,11,85.275
2023,17,Qatar Grand Prix,Lusail,TSU,AlphaTauri,12,85.301
2023,17,Qatar Grand Prix,Lusail,SAI,Ferrari,13,85.328
2023,17,Qatar Grand Prix,Lusail,HUL,Haas F1 Team,14,85.547
2023,17,Qatar Grand Prix,Lusail,ALB,Williams,15,85.707
2023,17,Qatar Grand Prix,Lusail,SAR,Williams,16,86.21
2023,17,Qatar Grand Prix,Lusail,STR,Aston Martin,17,86.345
2023,17,Qatar Grand Prix,Lusail,LAW,AlphaTauri,18,86.635
2023,17,Qatar Grand Prix,Lusail,MAG,Haas F1 Team,19,87.046
2023,17,Qatar Grand Prix,Lusail,ZHO,Alfa Romeo,20,87.432
2023,18,United States Grand Prix,Austin,VER,Red Bull Racing,1,94.718
2023,18,United States Grand Prix,Austin,LEC,Ferrari,2,94.723
2023,18,United States Grand Prix,Austin,NOR,McLaren,3,94.853
2023,18,United States Grand Prix,Austin,HAM,Mercedes,4,94.862
2023,18,United States Grand Prix,Austin,SAI,Ferrari,5,94.945
2023,18,United States Grand Prix,Austin,RUS,Mercedes,6,95.079
2023,18,United States Grand Prix,Austin,GAS,Alpine,7,95.089
2023,18,United States Grand Prix,Austin,OCO,Alpine,8,95.154
2023,18,United States Grand Prix,Austin,PER,Red Bull Racing,9,95.173
2023,18,United States Grand Prix,Austin,PIA,McLaren,10,95.467
2023,18,United States Grand Prix,Austin,TSU,AlphaTauri,11,95.697
2023,18,United States Grand Prix,Austin,ZHO,Alfa Romeo,12,95.698
2023,18,United States Grand Prix,Austin,BOT,Alfa Romeo,13,95.858
2023,18,United States Grand Prix,Austin,MAG,Haas F1 Team,14,95.88
2023,18,United States Grand Prix,Austin,RIC,AlphaTauri,15,95.974
2023,18,United States Grand Prix,Austin,HUL,Haas F1 Team,16,96.235
2023,18,United States Grand Prix,Austin,ALO,Aston Martin,17,96.268
2023,18,United States Grand Prix,Austin,ALB,Williams,18,96.315
2023,18,United States Grand Prix,Austin,STR,Aston Martin,19,96.589
2023,18,United States Grand Prix,Austin,SAR,Williams,20,96.827
2023,19,Mexico City Grand Prix,Mexico City,LEC,Ferrari,1,77.166
2023,19,Mexico City Grand Prix,Mexico City,SAI,Ferrari,2,77.233
2023,19,Mexico City Grand Prix,Mexico City,VER,Red Bull Racing,3,77.263
2023,19,Mexico City Grand Prix,Mexico City,RIC,AlphaTauri,4,77.382
2023,19,Mexico City Grand Prix,Mexico City,PER,Red Bull Racing,5,77.423
2023,19,Mexico City Grand Prix,Mexico City,HAM,Mercedes,6,77.454
2023,19,Mexico City Grand Prix,Mexico City,PIA,McLaren,7,77.623
2023,19,Mexico City Grand Prix,Mexico City,RUS,Mercedes,8,77.673
2023,19,Mexico City Grand Prix,Mexico City,BOT,Alfa Romeo,9,78.016
2023,19,Mexico City Grand Prix,Mexico City,ZHO,Alfa Romeo,10,78.05
2023,19,Mexico City Grand Prix,Mexico City,ALB,Williams,11,78.302
2023,19,Mexico City Grand Prix,Mexico City,GAS,Alpine,12,78.521
2023,19,Mexico City Grand Prix,Mexico City,HUL,Haas F1 Team,13,78.524
2023,19,Mexico City Grand Prix,Mexico City,ALO,Aston Martin,14,78.738
2023,19,Mexico City Grand Prix,Mexico City,TSU,AlphaTauri,15,78.89
2023,19,Mexico City Grand Prix,Mexico City,OCO,Alpine,16,79.08
2023,19,Mexico City Grand Prix,Mexico City,MAG,Haas F1 Team,17,79.163
2023,19,Mexico City Grand Prix,Mexico City,STR,Aston Martin,18,79.227
2023,19,Mexico City Grand Prix,Mexico City,SAR,Williams,19,79.965
2023,19,Mexico City Grand Prix,Mexico City,NOR,McLaren,20,81.554
2023,20,São Paulo Grand Prix,São Paulo,NOR,McLaren,1,70.021
2023,20,São Paulo Grand Prix,São Paulo,VER,Red Bull Racing,2,70.162
2023,20,São Paulo Grand Prix,São Paulo,PER,Red Bull Racing,3,70.219
2023,20,São Paulo Grand Prix,São Paulo,ALO,Aston Martin,4,70.237
2023,20,São Paulo Grand Prix,São Paulo,SAI,Ferrari,5,70.254
2023,20,São Paulo Grand Prix,São Paulo,HAM,Mercedes,6,70.266
2023,20,São Paulo Grand Prix,São Paulo,LEC,Ferrari,7,70.303
2023,20,São Paulo Grand Prix,São Paulo,RUS,Mercedes,8,70.316
2023,20,São Paulo Grand Prix,São Paulo,PIA,McLaren,9,70.33
2023,20,São Paulo Grand Prix,São Paulo,STR,Aston Martin,10,70.375
2023,20,São Paulo Grand Prix,São Paulo,HUL,Haas F1 Team,11,70.475
2023,20,São Paulo Grand Prix,São Paulo,OCO,Alpine,12,70.562
2023,20,São Paulo Grand Prix,São Paulo,GAS,Alpine,13,70.567
2023,20,São Paulo Grand Prix,São Paulo,MAG,Haas F1 Team,14,70.602
2023,20,São Paulo Grand Prix,São Paulo,ALB,Williams,15,70.621
2023,20,São Paulo Grand Prix,São Paulo,TSU,AlphaTauri,16,70.837
2023,20,São Paulo Grand Prix,São Paulo,RIC,AlphaTauri,17,70.843
2023,20,São Paulo Grand Prix,São Paulo,BOT,Alfa Romeo,18,70.955
2023,20,São Paulo Grand Prix,São Paulo,SAR,Williams,19,71.035
2023,20,São Paulo Grand Prix,São Paulo,ZHO,Alfa Romeo,20,71.275
2023,21,Las Vegas Grand Prix,Las Vegas,LEC,Ferrari,1,92.726
2023,21,Las Vegas Grand Prix,Las Vegas,SAI,Ferrari,2,92.77
2023,21,Las Vegas Grand Prix,Las Vegas,VER,Red Bull Racing,3,93.104
2023,21,Las Vegas Grand Prix,Las Vegas,RUS,Mercedes,4,93.112
2023,21,Las Vegas Grand Prix,Las Vegas,GAS,Alpine,5,93.239
2023,21,Las Vegas Grand Prix,Las Vegas,ALB,Williams,6,93.323
2023,21,Las Vegas Grand Prix,Las Vegas,SAR,Williams,7,93.513
2023,21,Las Vegas Grand Prix,Las Vegas,BOT,Alfa Romeo,8,93.525
2023,21,Las Vegas Grand Prix,Las Vegas,MAG,Haas F1 Team,9,93.537
2023,21,Las Vegas Grand Prix,Las Vegas,ALO,Aston Martin,10,93.555
2023,21,Las Vegas Grand Prix,Las Vegas,HAM,Mercedes,11,93.837
2023,21,Las Vegas Grand Prix,Las Vegas,PER,Red Bull Racing,12,93.855
2023,21,Las Vegas Grand Prix,Las Vegas,HUL,Haas F1 Team,13,93.979
2023,21,Las Vegas Grand Prix,Las Vegas,STR,Aston Martin,14,94.199
2023,21,Las Vegas Grand Prix,Las Vegas,RIC,AlphaTauri,15,94.308
2023,21,Las Vegas Grand Prix,Las Vegas,NOR,McLaren,16,94.703
2023,21,Las Vegas Grand Prix,Las Vegas,OCO,Alpine,17,94.834
2023,21,Las Vegas Grand Prix,Las Vegas,ZHO,Alfa Romeo,18,94.849
2023,21,Las Vegas Grand Prix,Las Vegas,PIA,McLaren,19,94.85
2023,21,Las Vegas Grand Prix,Las Vegas,TSU,AlphaTauri,20,96.447
2023,22,Abu Dhabi Grand Prix,Yas Island,VER,Red Bull Racing,1,83.445
2023,22,Abu Dhabi Grand Prix,Yas Island,LEC,Ferrari,2,83.584
2023,22,Abu Dhabi Grand Prix,Yas Island,PIA,McLaren,3,83.782
2023,22,Abu Dhabi Grand Prix,Yas Island,RUS,Mercedes,4,83.788
2023,22,Abu Dhabi Grand Prix,Yas Island,NOR,McLaren,5,83.816
2023,22,Abu Dhabi Grand Prix,Yas Island,PER,Red Bull Racing,6,83.868
2023,22,Abu Dhabi Grand Prix,Yas Island,TSU,AlphaTauri,7,83.968
2023,22,Abu Dhabi Grand Prix,Yas Island,GAS,Alpine,8,84.078
2023,22,Abu Dhabi Grand Prix,Yas Island,ALO,Aston Martin,9,84.084
2023,22,Abu Dhabi Grand Prix,Yas Island,HUL,Haas F1 Team,10,84.108
2023,22,Abu Dhabi Grand Prix,Yas Island,ALB,Williams,11,84.298
2023,22,Abu Dhabi Grand Prix,Yas Island,HAM,Mercedes,12,84.359
2023,22,Abu Dhabi Grand Prix,Yas Island,OCO,Alpine,13,84.391
2023,22,Abu Dhabi Grand Prix,Yas Island,STR,Aston Martin,14,84.405
2023,22,Abu Dhabi Grand Prix,Yas Island,RIC,AlphaTauri,15,84.442
2023,22,Abu Dhabi Grand Prix,Yas Island,SAR,Williams,16,84.532
2023,22,Abu Dhabi Grand Prix,Yas Island,SAI,Ferrari,17,84.738
2023,22,Abu Dhabi Grand Prix,Yas Island,MAG,Haas F1 Team,18,84.764
2023,22,Abu Dhabi Grand Prix,Yas Island,BOT,Alfa Romeo,19,84.788
2023,22,Abu Dhabi Grand Prix,Yas Island,ZHO,Alfa Romeo,20,85.114
2024,1,Bahrain Grand Prix,Sakhir,LEC,Ferrari,1,89.165
2024,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,2,89.179
2024,1,Bahrain Grand Prix,Sakhir,RUS,Mercedes,3,89.485
2024,1,Bahrain Grand Prix,Sakhir,SAI,Ferrari,4,89.507
2024,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,5,89.537
2024,1,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,6,89.542
2024,1,Bahrain Grand Prix,Sakhir,NOR,McLaren,7,89.614
2024,1,Bahrain Grand Prix,Sakhir,PIA,McLaren,8,89.683
2024,1,Bahrain Grand Prix,Sakhir,HAM,Mercedes,9,89.71
2024,1,Bahrain Grand Prix,Sakhir,HUL,Haas F1 Team,10,89.851
2024,1,Bahrain Grand Prix,Sakhir,STR,Aston Martin,11,89.965
2024,1,Bahrain Grand Prix,Sakhir,TSU,RB,12,90.129
2024,1,Bahrain Grand Prix,Sakhir,ALB,Williams,13,90.221
2024,1,Bahrain Grand Prix,Sakhir,RIC,RB,14,90.278
2024,1,Bahrain Grand Prix,Sakhir,MAG,Haas F1 Team,15,90.529
2024,1,Bahrain Grand Prix,Sakhir,BOT,Kick Sauber,16,90.756
2024,1,Bahrain Grand Prix,Sakhir,ZHO,Kick Sauber,17,90.757
2024,1,Bahrain Grand Prix,Sakhir,SAR,Williams,18,90.77
2024,1,Bahrain Grand Prix,Sakhir,OCO,Alpine,19,90.793
2024,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,20,90.948
2024,2,Saudi Arabian Grand Prix,Jeddah,VER,Red Bull Racing,1,87.472
2024,2,Saudi Arabian Grand Prix,Jeddah,LEC,Ferrari,2,87.791
2024,2,Saudi Arabian Grand Prix,Jeddah,PER,Red Bull Racing,3,87.807
2024,2,Saudi Arabian Grand Prix,Jeddah,ALO,Aston Martin,4,87.846
2024,2,Saudi Arabian Grand Prix,Jeddah,PIA,McLaren,5,88.089
2024,2,Saudi Arabian Grand Prix,Jeddah,NOR,McLaren,6,88.132
2024,2,Saudi Arabian Grand Prix,Jeddah,STR,Aston Martin,7,88.25
2024,2,Saudi Arabian Grand Prix,Jeddah,RUS,Mercedes,8,88.316
2024,2,Saudi Arabian Grand Prix,Jeddah,HAM,Mercedes,9,88.46
2024,2,Saudi Arabian Grand Prix,Jeddah,TSU,RB,10,88.547
2024,2,Saudi Arabian Grand Prix,Jeddah,BEA,Ferrari,11,88.642
2024,2,Saudi Arabian Grand Prix,Jeddah,ALB,Williams,12,88.98
2024,2,Saudi Arabian Grand Prix,Jeddah,MAG,Haas F1 Team,13,89.02
2024,2,Saudi Arabian Grand Prix,Jeddah,RIC,RB,14,89.025
2024,2,Saudi Arabian Grand Prix,Jeddah,HUL,Haas F1 Team,15,89.055
2024,2,Saudi Arabian Grand Prix,Jeddah,BOT,Kick Sauber,16,89.179
2024,2,Saudi Arabian Grand Prix,Jeddah,OCO,Alpine,17,89.475
2024,2,Saudi Arabian Grand Prix,Jeddah,GAS,Alpine,18,89.479
2024,2,Saudi Arabian Grand Prix,Jeddah,SAR,Williams,19,89.526
2024,2,Saudi Arabian Grand Prix,Jeddah,ZHO,Kick Sauber,20,121.101
2024,3,Australian Grand Prix,Melbourne,VER,Red Bull Racing,1,75.915
2024,3,Australian Grand Prix,Melbourne,SAI,Ferrari,2,76.185
2024,3,Australian Grand Prix,Melbourne,PER,Red Bull Racing,3,76.274
2024,3,Australian Grand Prix,Melbourne,LEC,Ferrari,4,76.304
2024,3,Australian Grand Prix,Melbourne,NOR,McLaren,5,76.315
2024,3,Australian Grand Prix,Melbourne,PIA,McLaren,6,76.572
2024,3,Australian Grand Prix,Melbourne,ALO,Aston Martin,7,76.71
2024,3,Australian Grand Prix,Melbourne,RUS,Mercedes,8,76.724
2024,3,Australian Grand Prix,Melbourne,STR,Aston Martin,9,76.78
2024,3,Australian Grand Prix,Melbourne,TSU,RB,10,76.788
2024,3,Australian Grand Prix,Melbourne,HAM,Mercedes,11,76.96
2024,3,Australian Grand Prix,Melbourne,ALB,Williams,12,77.13
2024,3,Australian Grand Prix,Melbourne,BOT,Kick Sauber,13,77.34
2024,3,Australian Grand Prix,Melbourne,MAG,Haas F1 Team,14,77.427
2024,3,Australian Grand Prix,Melbourne,RIC,RB,15,77.466
2024,3,Australian Grand Prix,Melbourne,OCO,Alpine,16,77.617
2024,3,Australian Grand Prix,Melbourne,HUL,Haas F1 Team,17,77.976
2024,3,Australian Grand Prix,Melbourne,GAS,Alpine,18,77.982
2024,3,Australian Grand Prix,Melbourne,ZHO,Kick Sauber,19,78.188
2024,4,Japanese Grand Prix,Suzuka,VER,Red Bull Racing,1,88.197
2024,4,Japanese Grand Prix,Suzuka,PER,Red Bull Racing,2,88.263
2024,4,Japanese Grand Prix,Suzuka,NOR,McLaren,3,88.489
2024,4,Japanese Grand Prix,Suzuka,SAI,Ferrari,4,88.682
2024,4,Japanese Grand Prix,Suzuka,ALO,Aston Martin,5,88.686
2024,4,Japanese Grand Prix,Suzuka,PIA,McLaren,6,88.76
2024,4,Japanese Grand Prix,Suzuka,HAM,Mercedes,7,88.766
2024,4,Japanese Grand Prix,Suzuka,LEC,Ferrari,8,88.786
2024,4,Japanese Grand Prix,Suzuka,RUS,Mercedes,9,89.008
2024,4,Japanese Grand Prix,Suzuka,TSU,RB,10,89.413
2024,4,Japanese Grand Prix,Suzuka,RIC,RB,11,89.472
2024,4,Japanese Grand Prix,Suzuka,HUL,Haas F1 Team,12,89.494
2024,4,Japanese Grand Prix,Suzuka,BOT,Kick Sauber,13,89.593
2024,4,Japanese Grand Prix,Suzuka,ALB,Williams,14,89.714
2024,4,Japanese Grand Prix,Suzuka,OCO,Alpine,15,89.811
2024,4,Japanese Grand Prix,Suzuka,STR,Aston Martin,16,90.024
2024,4,Japanese Grand Prix,Suzuka,GAS,Alpine,17,90.119
2024,4,Japanese Grand Prix,Suzuka,MAG,Haas F1 Team,18,90.131
2024,4,Japanese Grand Prix,Suzuka,SAR,Williams,19,90.139
2024,4,Japanese Grand Prix,Suzuka,ZHO,Kick Sauber,20,90.143
2024,5,Chinese Grand Prix,Shanghai,VER,Red Bull Racing,1,93.66
2024,5,Chinese Grand Prix,Shanghai,PER,Red Bull Racing,2,93.982
2024,5,Chinese Grand Prix,Shanghai,ALO,Aston Martin,3,94.148
2024,5,Chinese Grand Prix,Shanghai,NOR,McLaren,4,94.165
2024,5,Chinese Grand Prix,Shanghai,PIA,McLaren,5,94.273
2024,5,Chinese Grand Prix,Shanghai,LEC,Ferrari,6,94.289
2024,5,Chinese Grand Prix,Shanghai,SAI,Ferrari,7,94.297
2024,5,Chinese Grand Prix,Shanghai,RUS,Mercedes,8,94.433
2024,5,Chinese Grand Prix,Shanghai,HUL,Haas F1 Team,9,94.604
2024,5,Chinese Grand Prix,Shanghai,BOT,Kick Sauber,10,94.665
2024,5,Chinese Grand Prix,Shanghai,STR,Aston Martin,11,94.838
2024,5,Chinese Grand Prix,Shanghai,RIC,RB,12,94.934
2024,5,Chinese Grand Prix,Shanghai,OCO,Alpine,13,95.223
2024,5,Chinese Grand Prix,Shanghai,ALB,Williams,14,95.241
2024,5,Chinese Grand Prix,Shanghai,GAS,Alpine,15,95.287
2024,5,Chinese Grand Prix,Shanghai,ZHO,Kick Sauber,16,95.505
2024,5,Chinese Grand Prix,Shanghai,MAG,Haas F1 Team,17,95.516
2024,5,Chinese Grand Prix,Shanghai,HAM,Mercedes,18,95.573
2024,5,Chinese Grand Prix,Shanghai,TSU,RB,19,95.746
2024,5,Chinese Grand Prix,Shanghai,SAR,Williams,20,96.358
2024,6,Miami Grand Prix,Miami,VER,Red Bull Racing,1,87.241
2024,6,Miami Grand Prix,Miami,LEC,Ferrari,2,87.382
2024,6,Miami Grand Prix,Miami,SAI,Ferrari,3,87.455
2024,6,Miami Grand Prix,Miami,PER,Red Bull Racing,4,87.46
2024,6,Miami Grand Prix,Miami,NOR,McLaren,5,87.594
2024,6,Miami Grand Prix,Miami,PIA,McLaren,6,87.675
2024,6,Miami Grand Prix,Miami,HAM,Mercedes,7,87.697
2024,6,Miami Grand Prix,Miami,GAS,Alpine,8,87.976
2024,6,Miami Grand Prix,Miami,RUS,Mercedes,9,88.067
2024,6,Miami Grand Prix,Miami,HUL,Haas F1 Team,10,88.146
2024,6,Miami Grand Prix,Miami,TSU,RB,11,88.167
2024,6,Miami Grand Prix,Miami,STR,Aston Martin,12,88.177
2024,6,Miami Grand Prix,Miami,OCO,Alpine,13,88.209
2024,6,Miami Grand Prix,Miami,ALB,Williams,14,88.343
2024,6,Miami Grand Prix,Miami,ALO,Aston Martin,15,88.427
2024,6,Miami Grand Prix,Miami,BOT,Kick Sauber,16,88.463
2024,6,Miami Grand Prix,Miami,SAR,Williams,17,88.487
2024,6,Miami Grand Prix,Miami,RIC,RB,18,88.617
2024,6,Miami Grand Prix,Miami,MAG,Haas F1 Team,19,88.619
2024,6,Miami Grand Prix,Miami,ZHO,Kick Sauber,20,88.824
2024,7,Emilia Romagna Grand Prix,Imola,VER,Red Bull Racing,1,74.746
2024,7,Emilia Romagna Grand Prix,Imola,PIA,McLaren,2,74.82
2024,7,Emilia Romagna Grand Prix,Imola,NOR,McLaren,3,74.837
2024,7,Emilia Romagna Grand Prix,Imola,LEC,Ferrari,4,74.97
2024,7,Emilia Romagna Grand Prix,Imola,SAI,Ferrari,5,75.233
2024,7,Emilia Romagna Grand Prix,Imola,RUS,Mercedes,6,75.234
2024,7,Emilia Romagna Grand Prix,Imola,TSU,RB,7,75.358
2024,7,Emilia Romagna Grand Prix,Imola,HAM,Mercedes,8,75.504
2024,7,Emilia Romagna Grand Prix,Imola,HUL,Haas F1 Team,9,75.569
2024,7,Emilia Romagna Grand Prix,Imola,RIC,RB,10,75.674
2024,7,Emilia Romagna Grand Prix,Imola,PER,Red Bull Racing,11,75.706
2024,7,Emilia Romagna Grand Prix,Imola,OCO,Alpine,12,75.906
2024,7,Emilia Romagna Grand Prix,Imola,STR,Aston Martin,13,75.992
2024,7,Emilia Romagna Grand Prix,Imola,GAS,Alpine,14,76.015
2024,7,Emilia Romagna Grand Prix,Imola,ALB,Williams,15,76.2
2024,7,Emilia Romagna Grand Prix,Imola,BOT,Kick Sauber,16,76.626
2024,7,Emilia Romagna Grand Prix,Imola,SAR,Williams,17,76.731
2024,7,Emilia Romagna Grand Prix,Imola,ZHO,Kick Sauber,18,76.834
2024,7,Emilia Romagna Grand Prix,Imola,MAG,Haas F1 Team,19,76.854
2024,7,Emilia Romagna Grand Prix,Imola,ALO,Aston Martin,20,76.917
2024,8,Monaco Grand Prix,Monaco,LEC,Ferrari,1,70.27
2024,8,Monaco Grand Prix,Monaco,PIA,McLaren,2,70.424
2024,8,Monaco Grand Prix,Monaco,SAI,Ferrari,3,70.518
2024,8,Monaco Grand Prix,Monaco,NOR,McLaren,4,70.542
2024,8,Monaco Grand Prix,Monaco,RUS,Mercedes,5,70.543
2024,8,Monaco Grand Prix,Monaco,VER,Red Bull Racing,6,70.567
2024,8,Monaco Grand Prix,Monaco,HAM,Mercedes,7,70.621
2024,8,Monaco Grand Prix,Monaco,TSU,RB,8,70.858
2024,8,Monaco Grand Prix,Monaco,GAS,Alpine,9,70.896
2024,8,Monaco Grand Prix,Monaco,ALB,Williams,10,70.948
2024,8,Monaco Grand Prix,Monaco,OCO,Alpine,11,71.285
2024,8,Monaco Grand Prix,Monaco,HUL,Haas F1 Team,12,71.44
2024,8,Monaco Grand Prix,Monaco,RIC,RB,13,71.482
